id,organization,location_name,address,address_2,city,state,zip,phone,email,notes,latitude,longitude
39,9,"North Park Branch","975 Hertel Ave",,"Buffalo ",NY,14216,,,https://www.buffalolib.org/locations-and-hours,42.9473,-78.872
40,9,"Orchard Park Public Library","S-4570 South Buffalo St.",,"Orchard Park ",NY,14127,,,https://www.buffalolib.org/locations-and-hours,42.759,-78.7461
41,9,"Elaine M. Panty Branch Library (formerly Riverside Branch)","820 Tonawanda St.",,"Buffalo ",NY,14207,,,https://www.buffalolib.org/locations-and-hours,42.951,-78.9043
42,9,"Town of Collins Public Library","2341 Main St., P.O. Box 470",,"Collins ",NY,14034,,,https://www.buffalolib.org/locations-and-hours,42.4957,-78.9192
43,9,"West Seneca Public Library","1300 Union Rd.",,"West Seneca",NY,14224,,,https://www.buffalolib.org/locations-and-hours,42.8356,-78.7547
44,9,"Williamsville Branch","5571 Main St.",,"Williamsville ",NY,14221,,,https://www.buffalolib.org/locations-and-hours,42.9624,-78.7454
46,13,"Adult Learning Center","389 Virginia Street",,"Buffalo ",NY,14201,"(716) 888-7088 ext. 218",info@upskill.org,,42.8965,-78.8786
47,14,"Center for Self Advocacy","1021 Broadway St.","4th Floor",Buffalo,NY,14212,"(716) 768-1795",klewis@center4SA.org,,42.8978,-78.8066
48,15,"Corfu Public Library","7 MAPLE AVE.",,"CORFU ",NY,14036,"(585) 599-3321",corfulibrary@nioga.org,,42.9598,-78.4034
49,16,"Cornell Cooperative Extension","12690 State Route 31",,"Albion ",NY,14411,"(585) 798-4265",kel99@cornell.edu,,43.2266,-78.3035
50,18,"Healthy Community Alliance","1 School Street","Suite 100",Gowanda,NY,14070,"(716) 316-2841",fosterj@hcanetwork.org,,42.4655,-78.9378
51,19,"James Prendergast Library Association","509 Cherry St",,Jamestown,NY,14701,"(716) 484-7135 ext. 225",reference@prendergastlibrary.org,,42.0983,-79.2438
52,20,"Lee-Whedon Memorial Library","620 West Ave",,"Medina ",NY,14103,"(585) 798-3430",scovis@nioga.org,,43.2177,-78.3895
53,21,"Leroy R. Coles Branch Library","1187 E. Delavan Ave.",,"Buffalo ",NY,14215,"(716) 896-4433",stengele@buffalolib.org,,42.9228,-78.8127
54,23,"Mission: Ignite","701 Seneca St.","Suite 601","Buffalo ",NY,14210,"(716) 823-7248",christine@missionignite.org,,42.876,-78.8525
55,24,"Nioga Library System","6575 Wheeler Road",,"Lockport ",NY,14094,"(716) 434-6167",taylor@nioga.org,,43.2228,-78.67
56,25,"Olean Public Library","106 W 5th Street",,"Jamestown ",NY,14701,"(716) 372-0200",info@oleanlibrary.org,,42.0979,-79.2432
57,26,"Richmond Memorial Library","19 Ross St",,"Batavia ",NY,14020,"(585) 343-9550",ebeardslee@nioga.org,,42.9978,-78.1771
58,27,"Senior Planet from AARP","60 Smithfield Boulevard",,"Plattsburgh ",NY,12901,,bclark@oats.org,,44.7012,-73.4897
59,28,"Tosh Collins Community Center","35 Cazenovia Street",,Buffalo,NY,14220,"(716) 822-4532",info@southbuffalo.org,,42.8487,-78.8118
60,29,"SUNY ATTAIN Lab","204 N Main St",,Perry,NY,14530,,,,42.7272,-77.9918
61,30,"Martha P. Mitchell Community Center","175 Oakmont Ave",,Buffalo,NY,14215,"(716) 837-7954",,,42.9327,-78.8077
62,31,"State University of New York","555 Ellicott St","Room 405",Buffalo,NY,14203,"(716) 645-1997",,,42.8942,-78.8688
63,33,"SUNY Buffalo","12 Capen Hall",,Buffalo,NY," 14260-1660","(716) 371-1996",,,43.0011,-78.7895
64,34,"WNY STEM Hub","229 W. Genesee Street","PO Box 462",Buffalo,NY,14201,"(716) 645-0773",rrs@buffalo.edu,,42.8861,-78.881
65,35,"Brooklyn Public Library - Sunset Park Branch","4201 Fourth Avenue",NULL,Brooklyn,NY,11232,718.435.3648,NULL,NULL,40.651,-74.0079
66,36,"Brooklyn Public Library - New Lots Branch","665 New Lots Avenue at","Barbey St",Brooklyn,NY,11207,718.649.0311,NULL,NULL,40.6659,-73.8858
67,37,"Brooklyn Public Library - Rugby Branch","1000 Utica Ave",NULL,Brooklyn,NY,11203,718.566.0053,NULL,NULL,40.6494,-73.9302
70,81,"Baldwin Public Library","2385 Grand Ave",NULL,Baldwin,NY,11510,15162236228,NULL,http://www.baldwinpl.org,40.6688,-73.6101
71,81,"Bayville Free Library","34 School St","# B",Bayville,NY,11709,15166282765,NULL,http://www.bayvillefreelibrary.org/,40.9076,-73.5669
72,81,"Bellmore Memorial Library","2288 Bedford Ave",NULL,Bellmore,NY,11710,15167852990,NULL,http://www.bellmorelibrary.org/,40.6679,-73.5272
73,81,"Bethpage Public Library","47 Powell Ave",NULL,Bethpage,NY,11714,15169313907,NULL,http://www.bethpagelibrary.info/,40.743,-73.4781
74,81,"Bryant Library(in Roslyn)","2 Papermill Rd",NULL,Roslyn,NY,11576,15166212240,NULL,http://www.bryantlibrary.org/,40.7982,-73.6466
75,81,"East Meadow Public Library","1886 Front St",NULL,"East Meadow",NY,11554,15167942570,NULL,http://www.eastmeadow.info/,40.7201,-73.5634
76,81,"East Rockaway Public Library","477 Atlantic Ave",NULL,"East Rockaway",NY,11518,15165991664,NULL,http://eastrockawaylibrary.org/,40.6423,-73.6657
77,81,"East Williston Public Library","2 Prospect St",NULL,"East Williston",NY,11596,15167411213,NULL,http://www.ewlibrary.org/,40.7569,-73.639
78,81,"Elmont Memorial Library","700 Hempstead Turnpike",NULL,Elmont,NY,11003,15163545280,NULL,http://www.elmontlibrary.org/,40.7082,-73.6997
79,81,"Farmingdale Public Library","116 Merritts Rd",NULL,Farmingdale,NY,11735,15162499090,NULL,http://www.farmingdalelibrary.org/,40.7285,-73.4605
80,81,"Floral Park Public Library","17 Caroline Pl",NULL,"Floral Park",NY,11001,15163266330,NULL,http://www.floralparklibrary.org/,40.7254,-73.7063
81,81,"Franklin Square Public Library","19 Lincoln Rd",NULL,"Franklin Square",NY,11010,15164883444,NULL,http://www.franklinsquarepl.org/,40.7077,-73.6704
82,81,"Freeport Memorial Library","144 W Merrick Rd",NULL,Freeport,NY,11520,15163793274,NULL,http://www.freeportlibrary.info/,40.6537,-73.5864
83,81,"Garden City Public Library","60 7th St",NULL,"Garden City",NY,11530,15167428405,NULL,http://gardencitypl.org,40.724,-73.6385
84,81,"Glen Cove Public Library","4 Glen Cove Ave",NULL,"Glen Cove",NY,11542,15166762130,NULL,http://www.glencovelibrary.org/,40.8631,-73.6326
85,81,"Gold Coast Public Library","50 Railroad Ave",NULL,"Glen Head",NY,11545,15167598300,NULL,http://goldcoastlibrary.org/,40.8323,-73.6251
86,81,"Great Neck Library","159 Bayview Ave",NULL,"Great Neck",NY,11023,15164668055,NULL,http://www.greatnecklibrary.org/,40.7992,-73.7472
87,81,"Great Neck Library Lakeville Branch","475 Great Neck Rd",NULL,"Great Neck",NY,11021,15164668055,NULL,NULL,40.7758,-73.7318
88,81,"Great Neck Library Station Branch","26 Great Neck Rd",NULL,"Great Neck",NY,11021,15164668055,NULL,NULL,40.7856,-73.7257
89,81,"Great Neck Library Parkville Branch","10 Campbell St",NULL,"New Hyde Park",NY,11040,15164668055,NULL,NULL,40.7486,-73.6976
90,81,"Hempstead Public Library","115 James A. Garner Way",NULL,Hempstead,NY,11550,15164816990,NULL,http://www.hempsteadlibrary.info,40.7103,-73.6221
91,81,"Henry Waldinger Memorial Library(in Valley Stream)","60 Verona Pl",NULL,"Valley Stream",NY,11582,15168256422,NULL,http://www.nassaulibrary.org/valleyst,40.6637,-73.7069
92,81,"Hewlett-Woodmere Public Library","1125 Broadway",NULL,Hewlett,NY,11557,15163741967,NULL,http://www.hwpl.org,40.6339,-73.7045
93,81,"Hicksville Public Library","169 Jerusalem Ave",NULL,Hicksville,NY,11801,15169311417,NULL,http://www.hicksvillelibrary.org/,40.7621,-73.5232
94,81,"Hillside Public Library(in New Hyde Park)","155 Lakeville Rd",NULL,"New Hyde Park",NY,11040,15163557850,NULL,https://www.hillsidelibrary.info,40.7345,-73.6881
95,81,"Island Park Public Library","176 Long Beach Rd",NULL,"Island Park",NY,11558,15164320122,NULL,http://www.islandparklibrary.org,40.6023,-73.656
96,81,"Island Trees Public Library","38 Farmedge Rd",NULL,Levittown,NY,11756,15167312211,NULL,http://www.islandtreespubliclibrary.org/,40.7364,-73.4988
97,81,"Jericho Public Library","1 Merry Ln",NULL,Jericho,NY,11753,15169356790,NULL,http://www.jericholibrary.org,40.7936,-73.5351
98,81,"Lakeview Public Library","1120 Woodfield Rd",NULL,"Rockville Centre",NY,11570,15165363071,NULL,http://lakeview.nassaulibrary.org/,40.6738,-73.6531
99,81,"Levittown Public Library","1 Bluegrass Ln",NULL,Levittown,NY,11756,15167315728,NULL,http://www.levittownpl.org,40.7234,-73.5299
100,81,"Locust Valley Library","170 Buckram Rd",NULL,"Locust Valley",NY,11560,15166711837,NULL,http://www.locustvalleylibrary.org/,40.8783,-73.591
101,81,"Long Beach Public Library","111 W Park Ave",NULL,"Long Beach",NY,11561,15164327201,NULL,http://www.longbeachlibrary.org,40.5889,-73.6675
102,81,"Long Beach Library- West End Branch","903 W Beech St",NULL,"Long Beach",NY,11561,15164322704,NULL,NULL,40.5861,-73.6918
103,81,"Long Beach POINT LOOKOUT Branch","79 Lido Blvd",NULL,"Point Lookout",NY,11569,15164323409,NULL,NULL,40.5919,-73.581
104,81,"Lynbrook Public Library","56 Eldert St",NULL,Lynbrook,NY,11563,15165998630,NULL,http://www.lynbrooklibrary.org/,40.6541,-73.6743
105,81,"Malverne Public Library","61 St Thomas Pl",NULL,Malverne,NY,11565,15165990750,NULL,http://www.malvernelibrary.org/,40.6761,-73.6713
106,81,"Manhasset Public Library","30 Onderdonk Ave",NULL,Manhasset,NY,11030,15166272300,NULL,http://www.manhassetlibrary.org,40.7933,-73.6947
107,81,"Massapequa Public Library - Central Avenue Building","523 Central Ave",NULL,Massapequa,NY,11758,15167984607,NULL,http://www.massapequalibrary.org/,40.6784,-73.4718
108,81,"Massapequa Public Library - Bar Harbour Building","40 Harbor Ln",NULL,"Massapequa Park",NY,11762,15167990770,NULL,NULL,40.664,-73.4562
109,81,"Merrick Library","2279 Merrick Ave",NULL,Merrick,NY,11566,15163776112,NULL,http://www.merricklibrary.org,40.6618,-73.5513
110,81,"Mineola Public Library","195 Marcellus Rd",NULL,Mineola,NY,11501,15167468488,NULL,http://www.mineolalibrary.info/,40.7441,-73.6465
111,81,"North Bellmore Public Library","1551 Newbridge Rd",NULL,"North Bellmore",NY,11710,15167856260,NULL,http://www.northbellmorelibrary.org/,40.6831,-73.5397
112,81,"North Merrick Public Library","1691 Meadowbrook Rd",NULL,"North Merrick",NY,11566,15163787474,NULL,http://www.northmerrickpubliclibrary.org,40.6765,-73.5682
113,81,"Oceanside Library","56 Atlantic Ave",NULL,Oceanside,NY,11572,15167662360,NULL,http://www.oceansidelibrary.com/,40.6399,-73.6419
114,81,"Oyster Bay-East Norwich Public Library","89 E Main St",NULL,"Oyster Bay",NY,11771,15169221212,NULL,http://www.oysterbaylibrary.org,40.872,-73.5267
115,81,"Peninsula Public Library","280 Central Ave",NULL,Lawrence,NY,11559,15162393262,NULL,http://www.peninsulapublic.org/,40.6167,-73.7322
116,81,"Plainedge Public Library","1060 Hicksville Rd",NULL,"North Massapequa",NY,11758,15167354133,NULL,http://www.plainedgelibrary.org,40.7089,-73.4825
117,81,"Plainview-Old Bethpage Public Library","999 Old Country Rd",NULL,Plainview,NY,11803,15169380077,NULL,http://www.poblib.org/,40.7749,-73.4733
118,81,"Port Washington Public Library","1 Library Dr",NULL,"Port Washington",NY,11050,15168834400,NULL,http://www.pwpl.org/,40.8319,-73.6967
119,81,"Rockville Centre Public Library","221 N Village Ave",NULL,"Rockville Centre",NY,11570,15167666257,NULL,http://www.rvclibrary.org,40.6642,-73.6485
120,81,"Roosevelt Public Library","27 W Fulton Ave",NULL,Roosevelt,NY,11575,15163780222,NULL,http://www.rooseveltlibrary.org/,40.6756,-73.5886
121,81,"Sea Cliff Village Library","300 Sea Cliff Ave",NULL,"Sea Cliff",NY,11579,15166714290,NULL,http://www.seaclifflibrary.org,40.8495,-73.6471
122,81,"Seaford Public Library","2234 Jackson Ave","# A",Seaford,NY,11783,15162211334,NULL,http://www.seafordlibrary.org/,40.6669,-73.4872
123,81,"Shelter Rock Public Library(in Albertson)","165 Searingtown Rd S",NULL,Albertson,NY,11507,15162487363,NULL,http://www.srpl.org,40.7626,-73.6563
124,81,"Syosset Public Library","225 S Oyster Bay Rd",NULL,Syosset,NY,11791,15169217161,NULL,http://www.syossetlibrary.org/,40.7988,-73.5021
125,81,"Uniondale Public Library","400 Uniondale Ave",NULL,Uniondale,NY,11553,15164892220,NULL,http://www.uniondalelibrary.org/,40.7063,-73.593
126,81,"Wantagh Public Library","3285 Park Ave",NULL,Wantagh,NY,11793,15162211200,NULL,http://www.wantaghlibrary.org/,40.6743,-73.5112
127,81,"West Hempstead Public Library","500 Hempstead Ave",NULL,"West Hempstead",NY,11552,15164816591,NULL,http://www.whplibrary.org,40.6958,-73.6544
128,81,"Westbury Memorial Public Library","445 Jefferson St",NULL,Westbury,NY,11590,15163330176,NULL,http://www.westburylibrary.org,40.7623,-73.5833
129,81,"Williston Park Public Library","494 Willis Ave ","# B","Williston Park",NY,11596,15167421820,NULL,http://www.willistonparklibrary.org/,40.7575,-73.6449
130,82,"Amagansett Free Library","215 Main Street","PO Box 2550 ",Amagansett,NY,11930,(631)267-3810,NULL,https://portal.suffolklibrarysystem.org//locations/amagansett-free-library,40.9754,-72.1406
131,82,"Amityville Public Library","19 John Street",NULL,"Amityville ",NY,11701,(631)264-0567,NULL,https://portal.suffolklibrarysystem.org//locations/amityville-public-library,40.6796,-73.4192
132,82,"Babylon Public Library","24 South Carll Ave",NULL,"Babylon ",NY,11702,(631)669-1624,NULL,https://portal.suffolklibrarysystem.org//locations/babylon-public-library,40.6951,-73.3259
133,82,"Baiting Hollow Free Library","4 Warner Drive",NULL,"Calverton ",NY,11933,(631)727-8765,NULL,https://portal.suffolklibrarysystem.org//locations/baiting-hollow-free-library,40.958,-72.7347
134,82,"Bay Shore-Brightwaters Public Library","One South Country Road",NULL,"Brightwaters ",NY,11718,(631)665-4350,NULL,https://portal.suffolklibrarysystem.org//locations/bay-shore-brightwaters-public-library,40.7135,-73.2577
135,82,"Bayport-Blue Point Public Library","186 Middle Road",NULL,"Blue Point ",NY,11715,(631)363-6133,NULL,https://portal.suffolklibrarysystem.org//locations/bayport-blue-point-public-library,40.7432,-73.0356
136,82,"Brentwood Public Library","34 Second Avenue",NULL,"Brentwood ",NY,11717,(631)273-7883,NULL,https://portal.suffolklibrarysystem.org//locations/brentwood-public-library,40.7779,-73.2482
137,82,"Brookhaven Free Library","273 Beaver Dam Road",NULL,"Brookhaven ",NY,11719,(631)286-1923,NULL,https://portal.suffolklibrarysystem.org//locations/brookhaven-free-library,40.774,-72.912
138,82,"Center Moriches Free Public Library","235 Main Street Center",NULL,"Moriches ",NY,11934,(631)878-0940,NULL,https://portal.suffolklibrarysystem.org//locations/center-moriches-free-public-library,40.8004,-72.7883
139,82,"Central Islip Public Library","33 Hawthorne Avenue",NULL,"Central Islip ",NY,11722,(631)234-9333,NULL,https://portal.suffolklibrarysystem.org//locations/central-islip-public-library,40.7954,-73.1952
140,82,"Cold Spring Harbor Library","95 Harbor Road",NULL,"Cold Spring Harbor ",NY,11724,(631)692-6820,NULL,https://portal.suffolklibrarysystem.org//locations/cold-spring-harbor-library,40.8632,-73.4613
141,82,"Commack Public Library","18 Hauppauge Road",NULL,"Commack ",NY,11725,(631)499-0888,NULL,https://portal.suffolklibrarysystem.org//locations/commack-public-library,40.829,-73.2938
142,82,"Comsewogue Public Library","170 Terryville Road",NULL,"Port Jefferson Station ",NY,11776,(631)928-1212,NULL,https://portal.suffolklibrarysystem.org//locations/comsewogue-public-library,40.9237,-73.0533
143,82,"Connetquot Public Library","760 Ocean Avenue",NULL,"Bohemia ",NY,11716,(631)567-5079,NULL,https://portal.suffolklibrarysystem.org//locations/connetquot-public-library,40.7588,-73.1179
144,82,"Copiague Memorial Public Library","50 Deauville Boulevard",NULL,"Copiague ",NY,11726,(631)691-1111,NULL,https://portal.suffolklibrarysystem.org//locations/copiague-memorial-public-library,40.6687,-73.4025
145,82,"Cutchogue New Suffolk Free Library","27550 Main Road","P.O.Box 935","Cutchogue ",NY,11935,(631)734-6360,NULL,https://portal.suffolklibrarysystem.org//locations/cutchogue-new-suffolk-free-library,41.0091,-72.4857
146,82,"Deer Park Public Library","44 Lake Avenue",NULL,"Deer Park ",NY,11729,(631)586-3000,NULL,https://portal.suffolklibrarysystem.org//locations/deer-park-public-library,40.76,-73.3229
147,82,"East Hampton Library","159 Main Street",NULL,"East Hampton ",NY,11937,(631)324-0222,NULL,https://portal.suffolklibrarysystem.org//locations/east-hampton-library,40.9581,-72.1912
148,82,"East Islip Public Library","381 East Main Street",NULL,"East Islip ",NY,11730,(631)581-9200,NULL,https://portal.suffolklibrarysystem.org//locations/east-islip-public-library,40.7358,-73.1733
149,82,"Elwood Public Library","1929 Jericho Turnpike",NULL,"Elwood ",NY,11731,(631)499-3722,NULL,https://portal.suffolklibrarysystem.org//locations/elwood-public-library,40.8385,-73.332
150,82,"Emma S. Clark Memorial Library","120 Main Street",NULL,"Setauket ",NY,11733,(631)941-4080,NULL,https://portal.suffolklibrarysystem.org//locations/emma-s-clark-memorial-library,40.9449,-73.112
151,82,"Fishers Island Library","988 Oriental Avenue","PO Box366","Fishers Island ",NY,6390,(631)788-7362,NULL,https://portal.suffolklibrarysystem.org//locations/fishers-island-library,41.2615,-72.0149
152,82,"Floyd Memorial Library","539 First Street",NULL,"Greenport ",NY,11944,(631)477-0660,NULL,https://portal.suffolklibrarysystem.org//locations/floyd-memorial-library,41.1055,-72.3619
153,82,"Half Hollow Hills Community Library-Dix Hills Branch","55 Vanderbilt Parkway",NULL,"Dix Hills ",NY,11746,(631)421-4530,NULL,https://portal.suffolklibrarysystem.org//locations/half-hollow-hills-community-library-dix-hills-branch,40.804,-73.3604
154,82,"Half Hollow Hills Community Library-Melville Branch","510 Sweet Hollow Road",NULL,"Melville ",NY,11747,(631)421-4535,NULL,https://portal.suffolklibrarysystem.org//locations/half-hollow-hills-community-library-melville-branch,40.7923,-73.419
155,82,"Hampton Bays Public Library","52 Ponquogue Ave",NULL,"Hampton Bays ",NY,11946,(631)728-6241,NULL,https://portal.suffolklibrarysystem.org//locations/hampton-bays-public-library,40.873,-72.5205
156,82,"Hampton Library in Bridgehampton","2478 Main Street","P.O.Box 3025","Bridgehampton ",NY,11932,(631)537-0015,NULL,https://portal.suffolklibrarysystem.org//locations/hampton-library-bridgehampton,40.9374,-72.3021
157,82,"Harbor fields Public Library","31 Broadway",NULL,"Greenlawn ",NY,11740,(631)757-4200,NULL,https://portal.suffolklibrarysystem.org//locations/harborfields-public-library,40.8712,-73.3668
158,82,"Hauppauge Public Library","1373 Veterans Memorial Highway",NULL,"Hauppauge ",NY,11788,(631)979-1600,NULL,https://portal.suffolklibrarysystem.org//locations/hauppauge-public-library,40.8142,-73.1911
159,82,"Huntington Public Library","338 Main Street",NULL,"Huntington ",NY,11743,(631)427-5165,NULL,https://portal.suffolklibrarysystem.org//locations/huntington-public-library,40.8705,-73.4301
160,82,"Huntington Public Library-Station Branch","1335 New York Avenue",NULL,"Huntington Station ",NY,11746,(631)421-5053,NULL,https://portal.suffolklibrarysystem.org//locations/huntington-public-library-station-branch,40.8506,-73.412
161,82,"Islip Public Library","71 Monell Avenue",NULL,"Islip ",NY,11751,(631)581-5933,NULL,https://portal.suffolklibrarysystem.org//locations/islip-public-library,40.7267,-73.2137
162,82,"John Jermain Memorial Library","201 Main Street",NULL,"Sag Harbor ",NY,11963,(631)725-0049,NULL,https://portal.suffolklibrarysystem.org//locations/john-jermain-memorial-library,40.9975,-72.2964
163,82,"Lindenhurst Memorial Library","One Lee Avenue",NULL,"Lindenhurst ",NY,11757,(631)957-7755,NULL,https://portal.suffolklibrarysystem.org//locations/lindenhurst-memorial-library,40.6827,-73.3678
164,82,"Longwood Public Library","800 Middle Country Road",NULL,"Middle Island ",NY,11953,(631)924-6400,NULL,https://portal.suffolklibrarysystem.org//locations/longwood-public-library,40.8821,-72.9441
165,82,"Mastics-Moriches-Shirley Community Library","407 William Floyd Parkway",NULL,"Shirley ",NY,11967,631-399-1511,NULL,https://portal.suffolklibrarysystem.org//locations/mastics-moriches-shirley-community-library,40.7827,-72.8627
166,82,"Mattituck-Laurel Library","13900 Main Road","PO Box 1437","Mattituck ",NY,11952,(631)298-4134,NULL,https://portal.suffolklibrarysystem.org//locations/mattituck-laurel-library,40.9923,-72.5302
167,82,"Middle Country Public Library","101 Eastwood Boulevard",NULL,"Centereach ",NY,11720,(631)585-9393,NULL,https://portal.suffolklibrarysystem.org//locations/middle-country-public-library,40.8648,-73.0799
168,82,"Middle Country Public Library-Selden Branch","575 Middle Country Road",NULL,"Selden ",NY,11784,(631)585-9393,NULL,https://portal.suffolklibrarysystem.org//locations/middle-country-public-library-selden-branch,40.8675,-73.0327
169,82,"Montauk Library","871 Montauk Highway",NULL,"Montauk ",NY,11954,(631)668-3377,NULL,https://portal.suffolklibrarysystem.org//locations/montauk-library,41.0384,-71.9394
170,82,"North Babylon Public Library","815 Deer Park Avenue",NULL,"North Babylon ",NY,11703,(631)669-4020,NULL,https://portal.suffolklibrarysystem.org//locations/north-babylon-public-library,40.7246,-73.3223
171,82,"North Shore Public Library","250 Route 25A",NULL,"Shoreham ",NY,11786,(631)929-4488,NULL,https://portal.suffolklibrarysystem.org//locations/north-shore-public-library,40.942,-72.8668
172,82,"Northport-East Northport Public Library","151 Laurel Avenue",NULL,"Northport ",NY,11768,(631)261-6930,NULL,https://portal.suffolklibrarysystem.org//locations/northport-east-northport-public-library,40.896,-73.3375
173,82,"Northport-East Northport Public Library-East Northport","185 Larkfield Road",NULL,"East Northport ",NY,11731,(631)261-2313,NULL,https://portal.suffolklibrarysystem.org//locations/northport-east-northport-public-library-east-northport,40.8781,-73.3247
174,82,"Patchogue-Medford Library","54-60 East Main Street",NULL,"Patchogue ",NY,11772,(631)654-4700,NULL,https://portal.suffolklibrarysystem.org//locations/patchogue-medford-library,40.7663,-73.0033
175,82,"Port Jefferson Free Library","100 Thompson Street",NULL,"Port Jefferson ",NY,11777,(631)-473-0022,NULL,https://portal.suffolklibrarysystem.org//locations/port-jefferson-free-library,40.9469,-73.0664
176,82,"Quogue Library","90 Quogue Street","PO Box 5036","Quogue ",NY,11959,(631)653-4224,NULL,https://portal.suffolklibrarysystem.org//locations/quogue-library,40.819,-72.5993
177,82,"Riverhead Free Library","330 Court Street",NULL,"Riverhead ",NY,11901,(631)727-3228,NULL,https://portal.suffolklibrarysystem.org//locations/riverhead-free-library,40.9186,-72.669
